id,title,link,content,gold_label
58,شاہ رخ، امیتابھ اور سلمان خان سے بہت زیادہ کامیاب فلمیں دینے والا بھارتی اداکار,https://www.express.pk/story/2732997/indias-most-successful-actor,بھارت کی بالی ووڈ سمیت تمام انڈسٹریوں میں چند اداکار بہت زیادہ شہرت کے مالک ہیں، جیسے بالی ووڈ میں شاہ رخ، سلمان، امیتابھ بچن، رشی کپور وغیرہ ہیں۔ مذکورہ بالا سمیت دیگر اداکاروں نے بھارت کی فلم انڈسٹری کو کئی کئی کامیاب فلمیں دیں اور آج ان کو کامیاب اداکار بھی مانا جاتا ہے۔ مگر کیا آپ جانتے ہیں کہ انڈیا کا ایک ایسا اداکار بھی ہے جس نے انڈسٹری کو 400 کامیاب ترین فلمیں دیں۔ اس اداکار کا نام پریم نذیر ہے، جن کا تعلق ملیالم کی فلم انڈسٹری سے ہے۔ بھارتی ویب سائٹ کی رپورٹ کے مطابق پریم نذیر نے ملیالم انڈسٹری کو 400 سے زائد کامیاب فلمیں دیں اور کئی ریکارڈز بھی اپنے نام کیے، حد تو یہ تھی کہ اُن کی کامیابیوں کی وجہ سے مقامی انڈسٹری ایک وقت میں بالی ووڈ کا مقابلہ کرنے کیلیے بھی تیار ہوگئی تھی۔ پریم نذیر 1951 سے 1989 تک انڈسٹری سے جڑے رہے اور اس دوران انہوں نے 720 فلموں میں اداکاری کے جوہر دکھائے۔ متعدد مواقعوں پر تو وہ بیک وقت تین فلموں کی شوٹنگ بھی کرتے تھے۔ رپورٹ کے مطابق اداکار نے ایک ماہ میں 30 فلموں کی شوٹنگ مکمل کرنے کا اعزاز بھی اپنے نام کررکھا ہے۔ اُن کی کئی فلموں نے باکس آفس پر کامیابیوں کے جھنڈے گاڑے۔ پریم نذیر نے کیریئر میں400 کامیاب اور 50 بلاک بسٹر فلمیں کیں جبکہ امیتابھ بچن اب تک کی 60 کامیاب اور 10 فلمیں بلاک بسٹر فلمیں دے چکے ہیں۔ جنوبی انڈیا کے لیجنڈری رجنی کانت کی 80 فلمیں ہٹ جبکہ 12 سے زائد سپر ہٹ رہی ہیں۔ اس کے علاوہ شاہ رخ کی اب تک 34 ہٹ اور 10 فلمیں بلاک بسٹر رہی جبکہ سلمان خان کی 39 کامیاب اور 15 فلمیں بلاک بسٹر رہی، اسی طرح عامر خان کی اب تک 20 فلمیں کامیاب اور 6 بلاک بسٹر رہی ہیں۔ پریم نذیر وہ اداکار تھے جنہوں نے 30 سالوں یعنی تین دہائیوں تک ملیالم سینیما پر راج کیا اور انڈسٹری پر انمٹ نقوش چھوڑے ہیں۔,entertainment
59,ہانیہ عامر نے شاہ رُخ خان سے ملنے کی خواہش کا اظہار کردیا,https://www.express.pk/story/2732963/hania-aamir-ne-shahrukh-khan-se-milne-ki-khuwahish-ka-izhar-krdia,پاکستان شوبز کی خوبرو اداکارہ اور ان دنوں دنیا بھر میں خوب نام کمانے والی ہانیہ کی ایک اور ویڈیو سوشل میڈیا پر وائرل ہو رہی ہے جس میں انہوں نے شاہ رُخ خان سے ملنے کی خواہش کا اظہار کیا ہے۔ کبھی میں کبھی تم کی کامیابی کے بعد سے ہانیہ عامر مختلف ممالک میں اپنے مداحوں سے ملاقات اور انٹرویوز کیلئے دورے پر ہیں جہاں سے ان کی ویڈیوز سامنے آرہی ہیں۔ اب اداکارہ کی ایک اور ویڈیو سامنے آئی ہے جس میں انہیں بالی ووڈ کے بادشاہ شاہ رُخ خان سے ملنے کے خواہش کا اظہار کرتے دیکھا گیا ہے۔ A post shared by Galaxy Lollywood (@galaxylollywood) ویڈیو میں دیکھا جا سکتا ہے کہ  میزبان نے ہانیہ عامر سے شاہ رخ خان سے ملنے کے بارے میں پوچھا جس پر اداکارہ نے کہا کہ ’شاہ رخ خان اگر آپ یہ دیکھ رہے ہیں تو مجھ سے مل لیں پلیز‘۔ اداکارہ نے افسوس کا اظہار کرتے ہوئے کہا کہ میں اب تک شاہ رُخ خان سے نہیں مل سکی اور یہ بہت افسوس کی بات ہے میرے دماغ میں تو یہ ہے کہ ہمیں دوست ہونا چاہیئے۔ یاد رہے کہ ہانیہ عامر شاہ رُخ خان کی بڑی مداح ہیں اور وہ ان کے سگنیچر انداز میں ویڈیو بھی بناتی نظر آچکی ہیں۔,entertainment
60,ریلی میں متھن چکرورتی کی جیب کٹ گئی,https://www.express.pk/story/2732956/rally-main-mithon-chakraborty-ki-jaib-kat-gai,بھارتی فلم انڈسٹری کے معروف اداکار اور سیاستدان متھن چکروردی کا انتخابی مہم کے دوران پرس (والٹ) چوری ہوگیا۔ بھارتی میڈیا کے مطابق متھن چکرورتی ان دنوں اسمبلی انتخابات کیلئے مہم سازی میں مصروف ہیں، وہ جھارکھنڈ اسمبلی انتخابات میں بی جے پی امیدوار کے لیے انتخابی مہم کے لیے آئے تھے جہاں انکی جیب کاٹ کر پرس چوری کرلیا گیا۔ ماضی کے اداکار اور سیاستدان کا پرس اس وقت چوری ہو ا جب وہ دھنباد ضلع کی نیرسا اسمبلی پہنچے تھے۔ جہاں سے بی جے پی نے اپرنا سین گپتا کو اپنا امیدوار بنایا ہے، اس انتخابی مہم سے ایک ویڈیو سوشل میڈیا پر وائرل ہورہی ہے جس میں اسٹیج سے اعلان کیا جا رہا ہے کہ جس نے بھی پرس چوری کیا ہے وہ اسے واپس کر دے۔ ویڈیو میں سنا جا سکتا ہے اسٹیج پر موجود ایک شخص مائیک پر کہہ رہا ہے ’ آپ سے درخواست ہے کہ جس نے بھی متھن دا کا پرس لیا ہے، اسے واپس کر دیں‘۔ لوگ متھن کی آمد کے منتظر تھے تاہم جب انہوں نے بی جے پی لیڈروں کو بتایا کہ ان کا پرس غائب ہو گیا ہے تو اسٹیج سے اعلانات ہونے لگے جس کے بعد جلسہ عام میں اپنے خیالات پیش کرنے کے بعد متھن جلد ہی واپس لوٹ گئے۔ متھن چکروردی کا کا پرس تلاش کرنے کی ہر ممکن کوشش کی گئی لیکن وہ نہ مل سکا جس پر بی جے پی کے مقامی لیڈروں نے اس حرکت کے خلاف کارروائی کرنے کا ارادہ کیا ہے تاہم اس معاملے پر متھن کی طرف سے اب تک کوئی بیان سامنے نہیں آیا۔,entertainment
61,ہر کسی کے پاس لندن جانے کا آپشن نہیں ہوتا، سیمی راحیل کا لاہور میں اسموگ پر طنزیہ تبصرہ,https://www.express.pk/story/2732946/har-kisi-k-pas-london-jane-ka-option-ni-hota-seemi-rahil-ka-lahore-mai-smog-pr-tanzia-tbsr,پاکستان شوبز کی سینئر اداکارہ سیمی راحیل بھی لاہور کی اسموگ پر خاموش نہ رہ سکیں۔ ماضی کی ورسٹائل اداکارہ سیمی راحیل نے اپنی انسٹاگرام اسٹوری پر لاہور کی اسموگ سے متعلق تبصرہ کیا ہے جو سوشل میڈیا پر وائرل ہو رہا ہے۔ اداکارہ نے اپنی اسٹوری پر طنزیہ انداز میں لکھا کہ ’لاہور مر رہا ہے اور اسے بچانے کیلئے کوئی کچھ نہیں کررہا، ہر کسی کے پاس لندن جانے کا آپشن نہیں ہوتا‘۔ سیمی راحیل نے اس میں وزیراعلیٰ مریم نواز اور نواز شریف کو آڑے ہاتھوں لیتے ہوئے حکومت پنجاب پر تنقید کی ہے۔ سوشل میڈیا پر اداکارہ کا یہ بیان وائرل ہو رہا ہے جس پر صارفین کی جانب سے بھی بھرپور تبصرے کئے جارہے ہیں۔ A post shared by Galaxy Lollywood (@galaxylollywood) سوشل میڈیا پر کئی لوگ اداکارہ کو اس مسئلے پر آواز اُٹھانے کیلئے ان کی تعریف کرتے دکھائی دے رہے ہیں جبکہ کچھ صارفین کا کہنا ہے کہ پنجاب ترقی کر رہا ہے جبکہ اسموگ کا مسئلہ گزشتہ حکومت کی وجہ سے سامنے آیا ہے کیونکہ ان کے دور میں اس سے بچاؤ کے اقدامات نہیں کئے گئے۔ یاد رہے کہ اس سے قبل اداکارہ صبا قمر نے بھی اسموگ کے باعث سانس لینے میں تکلیف کی شکایت کرتے ہوئے جذبات بھرا پیغام سوشل میڈیا پر شیئر کیا تھا۔ شدید دُھند اور اسموگ کے باعث لاہور دنیا کے آلودہ ترین شہروں میں آج دوسرے نمبر پر ہے، بھارتی دارالحکومت دہلی اس فہرست میں پہلے نمبر ہے۔ رپورٹس کے مطابق دہلی کا ائیر کوالٹی انڈیکس رات گئے 1267 ریکارڈ کیا گیا جبکہ لاہور میں 644 کا تناسب رہا۔ لاہور کے بعد ملتان، پاکستان کے آلودہ ترین شہروں میں دوسرے نمبر پر ہے، اسلام آباد تیسرے، راولپنڈی چوتھے اور پشاور پانچویں نمبر پر ہے۔,entertainment
62,سلمان خان کو قتل کی دھمکی دے کر 5 کروڑ مانگنے والا نغمہ نگار گرفتار,https://www.express.pk/story/2732930/salman-khan-ko-qatal-ki-dhamki-dekr-5-crore-mangne-wala-naghma-nigar-giraftar,بالی ووڈ کے دبنگ سپر اسٹار سلمان خان کو قتل کی دھمکی اور 5 کروڑ تاوان مانگنے والا سانگ رائٹر گرفتار کرلیا گیا۔ بھارتی میڈیا کے مطابق پولیس نے سلمان خان کو دھمکی آمیز پیغام بھیجنے کے الزام میں ایک 24 سالہ شخص کو گرفتار کیا ہے جس کا نام سہیل پاشا ہے اور وہ اداکار کی آنے والی فلم کیلئے گانا لکھ رہا ہے۔ پولیس کا کہنا ہے کہ ملزم نے بشنوئی گینگ کا نام استعمال کرتے ہوئے اپنے گانے کو مشہور کرنے کیلئے اداکار کو دھمکی آمیز پیغام بھیجے تھے۔ ؤیاد رہے کہ گزشتہ 2 مہینوں کے دوران سلمان خان کو 4 دھمکی آمیز پیغامات موصول ہوچکے ہیں تاہم اس سے قبل بھی اداکار کو دھمکی دینے والے ملزمان کو گرفتار کرلیا گیا تھا۔ واضح رہے کہ بدنام زمانہ لارنس بشنوئی گینگ سلمان خان کو کئی بار جان سے مارنے کی دھمکیاں دے چکا ہے جبکہ چند روز قبل شاہ رُخ خان کو بھی قتل اور تاوان کی دھمکی موصول ہوئی تھی۔,entertainment
63,ابھیشیک سے تعلقات کی خبریں، امیتابھ بچن کا نمرت کور کو لکھا خط وائرل,https://www.express.pk/story/2732923/amitabh-bachchan-ka-nimrat-kaur-ko-likha-letter-social-media-par-viral,بالی ووڈ کے لیجنڈ امیتابھ بچن کا اداکارہ نمرت کور کو لکھا ایک پرانہ خط سوشل میڈیا پر وائرل ہورہا ہے۔ گزشتہ کئی دنوں سے بالی ووڈ کی خوبرو اداکارہ ایشوریہ رائے اور اداکار ابھیشیک بچن کی علیحدگی سے متعلق سوشل میڈیا پر شہ مگوئیاں کی جارہی ہیں جبکہ ابھیشیک کام نام نمرت کور کیساتھ جوڑا جارہا ہے اور انکے تعلقات کی خبریں بھی گردش کر رہی ہیں۔ ایسے میں ایش کے سسر امیتابھ بچن کا اداکارہ نمرت کور کو لکھا ایک خط منظر عام پر آیا ہے۔ یہ ایک پرانا خط ہے جو امیتابھ بچن کی جانب سے نمرت کو بھیجا گیا تھا اور اس میں لیجنڈ اداکار کی جانب سے فلم دسویں میں اداکارہ کی کارکرگی کو سراہتے ہوئے انکی تعریف کی گئی تھی۔ A post shared by Nimrat Kaur (@nimratofficial) یاد رہے کہ دسویں ابھیشیک بچن کی فلم ہے جس میں اداکارہ نمرت کور نے ان کے ساتھ کام کیا تھا۔ نمرت نے سوشل میڈیا پر اس خط کی تصویر شیئر کی تھی اداکارہ نے پوسٹ کے کیپشن میں لکھا تھا کہ ’مسٹر امیتابھ بچن مجھے میرے نام سے جانتے ہوں گے امیتابھ بچن ہماری ملاقات یاد کریں گے اور وہ ٹی وہ کے ایک اشتہار پر میری تعریف کریں گے، 18 سال قبل صرف ایک تصور تھا جب میں نے ممبئی شہر میں آئی‘۔ A post shared by Nimrat Kaur (@nimratofficial) نمرت کور کی جانب سے شیئر کردہ اس پرانے خط کی تصویر سوشل میڈیا پر وائرل ہو رہی ہے جس پر صارفین ایک مرتبہ پھر ابھیشیک اور نمرت کا نام جوڑ کر تبصرے کر رہے ہیں۔,entertainment
64,اگر مرد کے پاس پیسہ اور تمیز ہے تو 4 شادیاں کرلے، حرا سومرو,https://www.express.pk/story/2732908/agr-mard-k-pas-paisa-or-tamiz-hy-tou-4-shadiyan-krly-hira-soomro,پاکستان شوبز کی اداکارہ حرا سومرو کا کہنا ہے کہ اگر ان کا شوہر ان کی اور بچوں ضروریات پوری کرے اور ان کا خیال رکھے تو انہیں شوہر کی دوسری شادی سے کوئی مسئلہ نہیں ہے۔ حال ہی میں ایک پوڈکاسٹ میں گفتگو کرتے ہوئے حرا سومرو نے مردوں کے دوسری شادی کے حق کے بارے میں اپنی رائے کا اظہار کیا۔ ان کا کہنا تھا کہ اگر کوئی مرد اپنی بیوی کی جذباتی اور مالی ضروریات کو پورا کر رہا ہے اور دوسری شادی کا ارادہ رکھتا ہے تو عورت کو اس پر اعتراض نہیں ہونا چاہیے۔ اداکارہ کے مطابق عورت کو کسی بھی طرح سے مرد پر انحصار نہیں کرنا چاہیے اور اگر وہ چار شادیوں کا ارادہ رکھتا ہے تو اسے اس کی پرواہ نہیں کرنی چاہیے۔ A post shared by Galaxy Lollywood (@galaxylollywood) حرا سومرو نے مزید کہا کہ اگر ان کا اپنا شوہر دوسری شادی کرنے کا فیصلہ کرتا ہے اور ان کی اور بچوں کی ضروریات کو سمجھ کر انہیں پورا کرتا ہے تو انہیں اس فیصلے پر کوئی اعتراض یا دکھ محسوس نہیں ہوگا کیونکہ ان کا شوہر ان کی دیکھ بھال کر رہا ہے اور اگر اسلام اسے 4 شادیوں کی اجازت دیتا ہے تو بیویاں نہیں روک سکتیں۔ یاد رہے کہ حرا سومرو کئی مشہور ڈراموں کا حصہ رہی ہیں ان حالیہ ڈرامہ ’تیرے بن‘ جس میں ان کے کردار کو بہت سراہا گیا تھا۔ حقیقی زندگی میں حرا شادی شدہ ہیں اور دو بچوں کی ماں ہیں۔ انہوں نے اپنی ذاتی زندگی اور پیشہ ورانہ ذمہ داریوں کے درمیان بہترین توازن قائم کر رکھا ہے اور اپنے ہر پراجیکٹ میں خوب دلچسپی سے اداکاری کرتی ہیں۔,entertainment
65,یو اے ای پہلی بار ’مس یونیورس‘ مقابلے میں حصہ لینے کو تیار,https://www.express.pk/story/2732900/uae-pehli-bar-miss-universe-muqably-main-hissa-lene-ko-taiyyar,متحدہ عرب امارات پہلی مرتبہ خواتین کی خوبصورتی کے عالمی مقابلے ’مس یونیورس‘ مقابلے میں شرکت کے لیے تیار ہے۔ مس یونیورس آرگنائزیشن (ایم یو او) کے آفیشل انسٹاگرام اکاؤنٹ پر یو اے ای کی شرکت کا اعلان کیا گیا ہے۔ انسٹاگرام پوسٹ میں انڈونیشیا کی کاروباری شخصیت پاپی کیپیلا کو یو اے ای اور سپرس کی نیشنل ڈائریکٹر مقرر کیا گیا ہے۔ کیپیلا پہلے مس یونیورس انڈونیشیا اور ملیشیا کی نیشنل ڈائریکٹر کے طور پر کام کر چکی ہیں۔ A post shared by Sash Factor (@sashfactor.international) یو اے ای سے فیشن ماڈل اور 3 بچوں کی ماں ایمیلیا دوبریوا73 ویں مس یونیورس مقابلے میں یو اے ای کی نمائندگی کریں گی۔ یہ مقابلہ 16 نومبر کو میکسیکو میں منعقد ہوگا۔ خلیج ٹائمز کی  رپورٹ کے مطابق قومی لباس کے راؤنڈ میں دوبریوا عبایا پہنیں گی جبکہ باقی راؤنڈز میں دیگر لباس بھی زیب تن کریں گی۔ A post shared by Missuniverseuae2024 (@missuniverseuae2024) یاد رہے کہ دوبریوا کو اکتوبر میں مس یونیورس یو اے ای کا تاج پہنایا گیا تھا جہاں انہوں نے چار دیگر امیدواروں کو شکست دی۔ انسٹاگرام پر مس یونیورس یو اے ای تنظیم نے اپنے آفیشل اکاؤنٹ پر ماڈل کی تصویر شیئر کرتے ہوئے ان کی خوبصورتی، ذہانت، اور دوسروں کو متاثر کرنے کی صلاحیت کی بھرپور تعریف کی ہے۔ یاد رہے کہ مس یونیورس حسن کا عالمی مقابلہ ہے جس میں دنیا بھر سے خوبرو حسیناؤں کا انتخاب کیا جاتا ہے اور ان میں سے کسی ایک کو ’مس یونیورس‘ کا تاج اور ٹائٹل ملتا ہے۔,entertainment
66,معروف کورین اداکار کی گھر سے لاش برآمد,https://www.express.pk/story/2732892/maarof-korean-adakar-ki-ghr-se-lash-baramad,"جنوبی کوریائی اداکار اور ماڈل سونگ جے رم اپنے گھر میں مردہ حالت میں پائے گئے ہیں۔ کورین میڈیا کے مطابق اداکار اور ماڈل سونگ جے رم کی موت کی خبر نے ان کے مداحوں اور کورین شوبز انڈسٹری کو گہرے صدمے میں ڈال دیا ہے۔ ان کی لاش بروز منگل، 12 نومبر کو ان کے اپارٹمنٹ میں پائی گئی۔ حکام کے مطابق، سونگ جے رم کے گھر سے دو صفحات پر مشتمل الوداعی خط (سوسائٹ نوٹ) بھی برآمد ہوا ہے۔ ان کی موت کی اطلاع کے بعد سوشل میڈیا پر ان کے مداحوں کی جانب سے گہرے رنج و غم کا اظہار کیا جا رہا ہے۔ A post shared by Viral Bhayani (@viralbhayani) پولیس اسٹیشن کے حکام نے تصدیق کی ہے کہ 39 سالہ سونگ جے رم کی موت میں کسی کے ملوث ہونے یا مجرمانہ سرگرمی کے شواہد نہیں ملے۔ یاد رہے کہ سونگ جے رم نے 2009 میں اپنے اداکاری سے کیریئر کا آغاز کیا اور ""مون ایمبریسنگ دی سن"" (2012) جیسے تاریخی ڈرامے میں باڈی گارڈ کے کردار اور ""ٹو ویکس"" (2013) میں ایک بے رحم قاتل کے کردار سے شہرت حاصل کی۔ وہ معروف رئیلیٹی شو ""وی گاٹ میریڈ"" کے چوتھے سیزن میں کم سو ایون کے ساتھ نظر آئے تھے، جس نے ان کی مقبولیت کو بلندیوں تک پہنچایا اور انہیں 2017 میں ایم بی سی انٹرٹینمنٹ ایوارڈز میں بہترین جوڑی کا ایوارڈ بھی ملا۔ سونگ جے رم کی مقبول ڈراموں میں سیکریٹ گارڈن،کول گائز، ہاٹ رامن، انسپائرنگ جنریشن، اور آئی وانا ہیر یور سانگ شامل ہیں۔",entertainment
67,’چائے والا‘ ارشد خان کا شارک ٹینک پاکستان سے 1 کروڑ کا معاہدہ,https://www.express.pk/story/2732889/chae-wala-arshad-khan-ka-shark-tank-pakistan-se-1-crore-ka-muahida,"سوشل میڈیا پر ایک تصویر کے ذریعے مشہور ہونے والے ارشد ’چائے والا‘ نے ایک کروڑ کا بزنس معاہدہ کرلیا۔ پاکستان میں ""شیرک ٹینک"" کے ایک ایپی سوڈ میں ارشد نے اپنی چائے کی برانڈ پیش کر کے ایک کروڑ روپے کا معاہدہ حاصل کیا ہے۔ ارشد خان کی یہ کامیابی ان کی کاروباری بصیرت اور محنت کا منہ بولتا ثبوت ہے۔ چند سال پہلے ایک وائرل تصویر کی بدولت شہرت پانے والے ارشد نے چائے فروش سے کاروباری شخصیت تک کا طویل سفر طے کیا ہے اس ہی دوران وہ ماڈلنگ بھی کرتے رہے۔ A post shared by Arshad Khan (@arshadchaiwala1) ارشد خان نے اپنی برانڈ کو متعارف کروانے کے بعد ججز کو متاثر کیا اور ججز کی جانب سے ان کے کاروباری وژن کو سراہا گیا۔ یہ معاہدہ ان کے کاروباری سفر میں ایک بڑا قدم ہے، جس سے ان کی کاروباری صلاحیتوں اور جدوجہد کی عکاسی ہوتی ہے۔ ارشد کی کہانی لاکھوں لوگوں کے لیے ایک تحریک ہے کہ اگر عزم، محنت اور قسمت کا ساتھ ہو تو کوئی بھی چھوٹا سا کاروبار بڑے منافع بخش کاروبار میں تبدیل ہو سکتا ہے۔ A post shared by SharkTank.Pakistan (@sharktankpakofficial) ارشد کا یہ معاہدہ نہ صرف ان کے لیے بلکہ پاکستانی نوجوانوں کے لیے بھی حوصلے کا باعث ہے کہ وہ اپنے خوابوں کو حقیقت میں بدلنے کے لیے محنت کریں اور شانک ٹینک جیسے بڑے پلیٹ فارم سے اپنا مستقل بنانے کی کوشش کریں۔",entertainment
68,سکیش چندر شیکھر نے جیکولین فرنینڈس کیلئے لاس اینجلس میں اسٹوڈیو خرید لیا,https://www.express.pk/story/2732847/sukeshchandarshaikhar-ne-jaquilianfarnandez-kelye-lossangles-main-studio-kharid-lya,"مشہور بھارتی کون مین سکیش چندر شیکھر نے امریکی صدر ڈونلڈ ٹرمپ کو خط لکھتے ہوئے ان کی نئی جیت پر مبارکباد دی ہے اور اعلان کیا ہے کہ ان کی کمپنی ""ایل ایس ہولڈنگز"" امریکا میں اپنی سرمایہ کاری کو 500 ملین ڈالر تک بڑھائے گی۔ انہوں نے خاص طور پر لاس اینجلس کے ایک بڑے اسٹوڈیو میں سرمایہ کاری کی ہے جسے اپنی ""محبوبہ"" جیکولین فرنانڈس کے نام کیا ہے۔ چندر شیکھر نے کہا کہ لاس اینجلس میں 135 ملین ڈالر کے اسٹوڈیو کی خریداری ""جیکولین کو خاص محسوس کرانے کے لیے"" ہے، جیسا کہ ٹرمپ نے انہیں مشورہ دیا تھا۔ اس نے مزید کہا کہ ان کی کمپنی اگلے دو سالوں میں انویسٹمنٹ کو 500 ملین ڈالر تک لے جائے گی۔ ٹرمپ کے ساتھ اپنے قریبی تعلق کا ذکر کرتے ہوئے سکیش نے خط میں لکھا کہ انہیں امریکی صدر سے کافی رہنمائی ملی ہے، اور وہ امریکی انٹرٹینمنٹ، ہاسپٹیلٹی اور گیمنگ سیکٹرز میں نئی سرمایہ کاری کے لیے پرعزم ہیں۔",entertainment
69,"عامر خان کا شاہ رخ اور سلمان کے بلاک بسٹر ""پٹھان"" سین پر دلچسپ ردعمل",https://www.express.pk/story/2732843/amirkhan-ka-shahrukh-or-salman-ke-pathan-seen-dilchasp-reaction,"بالی وڈ کے مشہور اداکار عامر خان نے فلم ""پٹھان"" کے مشہور اختتامی سین پر اپنے خیالات کا اظہار کیا، جس میں شاہ رخ خان اور سلمان خان ایک ساتھ نظر آتے ہیں۔ اس سین میں جب دونوں اداکار نوجوان جاسوسوں کو ذمہ داری دینے کی بات کرتے ہیں تو ان کا کہنا ہوتا ہے کہ یہ ملک کا سوال ہے، بچوں پر نہیں چھوڑا جاسکتا۔ اس کے جواب میں عامر خان نے مذاقاً کہا، ""یقیناً نوجوان اداکار اس سین کو دیکھ کر افسردہ ہوگئے ہوں گے، مگر شاہ رخ اور سلمان سے زیادہ ناراض بھی نہیں ہو سکتے، ہے نا؟"" ایک انٹرویو کے دوران عامر نے کہا کہ وہ مکمل فلم نہیں دیکھ سکے لیکن انسٹاگرام پر اس سین کا کلپ دیکھا اور اسے بہت مزاحیہ پایا۔ انہوں نے مزید کہا کہ شاہ رخ، سلمان اور ان کے ساتھ دیگر پرانے اداکاروں جیسے کہ اجے دیوگن، اکشے کمار اور امیتابھ بچن نے بھی طویل عرصہ انڈسٹری میں گزارا ہے۔ انہوں نے یہ بھی کہا کہ موجودہ دور میں سوشل میڈیا اور انٹرنیٹ کی وجہ سے اسٹارڈم کا معیار بدل رہا ہے۔ ""پہلے لوگ ستاروں تک نہیں پہنچ سکتے تھے، اب وہ آسانی سے دستیاب ہیں۔""",entertainment
70,"نئی ہالی وُڈ فلم ""رول بریکرز"" میں علی فضل اور فیبی والر برج ایک ساتھ نظر آئیں گے",https://www.express.pk/story/2732842/nayi-hollywoodfilm-rulebreakers-main-alifazal-awr-febiwalerbridge-aik-sath-nazar-ayeingay,"ہالی وُڈ میں نمایاں مقام بنانے والے بھارتی اداکار علی فضل اب فیبی والر برج کے ساتھ فلم ""رول بریکرز"" میں جلوہ گر ہوں گے۔ اس فلم کی ہدایتکاری دو مرتبہ کے آسکر ایوارڈ یافتہ ڈائریکٹر بل گٹنٹیگ کر رہے ہیں، اور کہانی افغانستان کے پس منظر میں انسانی مزاحمت اور استقامت پر مبنی ہے۔ علی فضل نے اپنے کردار کے حوالے سے کہا کہ، ""مجھے فخر ہے کہ میں اس پروجیکٹ کا حصہ ہوں اور فیبی جیسے باصلاحیت اداکارہ کے ساتھ کام کر رہا ہوں۔"" انہوں نے مزید کہا کہ، ""یہ ایک ایسی کہانی ہے جو حالات کی سختیوں کے باوجود لوگوں کی طاقت اور عزم کو اجاگر کرتی ہے۔""",entertainment
71,وامیکا گبی نے گووا میں اپنے مداح کی سالگرہ کو خاص بنادیا,https://www.express.pk/story/2732832/wamiqagabbi-ne-goa-main-apne-fan-ki-birthday-ko-special-banadia,اداکارہ وامیکا گبی گووا میں اپنے نئے پروجیکٹ کی شوٹنگ میں مصروف ہیں اور انہوں  نے اپنے مداح کی سالگرہ کو خاص بنا دیا۔ گووا کے ایک ہوٹل میں وامیکا سے ملاقات کے دوران ان کی چند مداح لڑکیوں کا گروپ انہیں دیکھ کر بہت خوش ہوا۔ ان میں سے ایک لڑکی کی سالگرہ تھی جسے وامیکا نے اپنے خوبصورت انداز میں منایا۔ ہوٹل کے ذرائع کے مطابق، وامیکا نے اس تقریب کو مزید خوشگوار بنایا، جس سے مداح کی یہ دن ناقابلِ فراموش ہوگیا۔ A post shared by Bollywood Hungama🎥 (@realbollywoodhungama) وامیکا نے اپنے حالیہ پروجیکٹ ’خفیہ‘ اور ویب سیریز ’جوبلی‘ میں اپنے شاندار کرداروں سے شہرت حاصل کی ہے۔ نئی فلم میں، وہ اداکار سدھانت چترویدی کے ساتھ دوبارہ اسکرین پر نظر آئیں گی، جن کے ساتھ انہوں نے پہلے ایک میوزک ویڈیو میں کام کیا تھا۔ فلم کی عکس بندی خوبصورت ساحلی مناظر اور گووا کی رنگین فضاء میں ہو رہی ہے۔,entertainment
72,بادشاہ اور ڈیویڈو کا تاریخی اشتراک، بھارتی اور افریقی میوزک کا نیا رنگ دیکھنے کو ملے گا,https://www.express.pk/story/2732816/badshah-or-devido-ka-tarikhi-ishtirak-bharti-or-african-music-ka-naya-rang,"بھارتی ریپر اور گلوکار بادشاہ اور نائجیریا کے افروبٹس اسٹار ڈیویڈو کی حالیہ دبئی اسٹوڈیو سیشن کی ویڈیو نے مداحوں میں سنسنی پھیلا دی ہے۔ اس ویڈیو میں دونوں اسٹارز کو موسیقی پر کام کرتے اور ساتھ میں مزہ کرتے دیکھا جا سکتا ہے، جس سے ایک ممکنہ ہندوستانی اور افریقی میوزک تعاون کی افواہیں جنم لے رہی ہیں۔ ڈیویڈو، جنہوں نے گلوبل ہٹ گانے 'فال' اور 'اِف' کے ذریعے کامیابی حاصل کی، نے بادشاہ کو 'بیڈ مین' قرار دیا، جو ان کے میوزک میں مہارت کو سراہنے کا اشارہ ہے۔ اگرچہ اس پروجیکٹ کی مزید تفصیلات ابھی نہیں بتائی گئی ہیں، مگر دونوں فنکاروں کے تعاون سے ایک منفرد اور دل کو چھو لینے والے افروبٹس اور بھارتی ہپ ہاپ کا امتزاج متوقع ہے۔ قریبی ذرائع کے مطابق، ""یہ تاریخی تعاون ہندوستانی اور افریقی موسیقی کے بھرپور رنگوں کو ملا کر ایک لازوال میوزک تجربہ پیش کرنے والا ہے۔"" مداح اب بے صبری سے اس آفیشل ریلیز کا انتظار کر رہے ہیں اور انہیں تازہ ترین اپ ڈیٹس اور جھلکیوں کے لیے بادشاہ اور ڈیویڈو کے سوشل میڈیا پر نظر رکھنے کی ہدایت کی گئی ہے۔",entertainment
